technique_id,name,phases,platforms,permissions,mitre_tactic_score
T1546.005,Trap,"privilege-escalation,persistence","macOS,Linux","User,Administrator",5
T1574.006,Dynamic Linker Hijacking,"persistence,privilege-escalation,defense-evasion","Linux,macOS",User,5
T1136.001,Local Account,persistence,"Linux,macOS,Windows,Network",,3
T1092,Communication Through Removable Media,command-and-control,"Linux,macOS,Windows",,4
T1070.001,Clear Windows Event Logs,defense-evasion,Windows,,3
T1585.002,Email Accounts,resource-development,PRE,,1
T1557.001,LLMNR/NBT-NS Poisoning and SMB Relay,"credential-access,collection",Windows,,4
T1222,File and Directory Permissions Modification,defense-evasion,"Linux,Windows,macOS",,3
T1003.001,LSASS Memory,credential-access,Windows,,4
T1595,Active Scanning,reconnaissance,PRE,,1
T1548,Abuse Elevation Control Mechanism,"privilege-escalation,defense-evasion","Linux,macOS,Windows","Administrator,User",5
T1134.002,Create Process with Token,"defense-evasion,privilege-escalation",Windows,,5
T1548.001,Setuid and Setgid,"privilege-escalation,defense-evasion","Linux,macOS",User,5
T1547.004,Winlogon Helper DLL,"persistence,privilege-escalation",Windows,"SYSTEM,Administrator",5
T1021.003,Distributed Component Object Model,lateral-movement,Windows,,4
T1110.003,Password Spraying,credential-access,"Windows,Azure AD,Office 365,SaaS,IaaS,Linux,macOS,Google Workspace,Containers",,4
T1090.002,External Proxy,command-and-control,"Linux,macOS,Windows",,4
T1056.003,Web Portal Capture,"collection,credential-access","Linux,macOS,Windows",,4
T1589.002,Email Addresses,reconnaissance,PRE,,1
T1003.005,Cached Domain Credentials,credential-access,Windows,SYSTEM,4
T1098.004,SSH Authorized Keys,persistence,"Linux,macOS,IaaS,Network",,3
T1590.006,Network Security Appliances,reconnaissance,PRE,,1
T1546.012,Image File Execution Options Injection,"privilege-escalation,persistence",Windows,"Administrator,SYSTEM",5
T1218.008,Odbcconf,defense-evasion,Windows,User,3
T1593.002,Search Engines,reconnaissance,PRE,,1
T1591.002,Business Relationships,reconnaissance,PRE,,1
T1125,Video Capture,collection,"Windows,macOS,Linux",User,2
T1055.013,Process Doppelgänging,"defense-evasion,privilege-escalation",Windows,"Administrator,SYSTEM,User",5
T1016,System Network Configuration Discovery,discovery,"Linux,macOS,Windows,Network",,2
T1578.003,Delete Cloud Instance,defense-evasion,IaaS,User,3
T1593.003,Code Repositories,reconnaissance,PRE,,1
T1574.005,Executable Installer File Permissions Weakness,"persistence,privilege-escalation,defense-evasion",Windows,"Administrator,User",5
T1546.008,Accessibility Features,"privilege-escalation,persistence",Windows,Administrator,5
T1087,Account Discovery,discovery,"Windows,Azure AD,Office 365,SaaS,IaaS,Linux,macOS,Google Workspace",,2
T1090,Proxy,command-and-control,"Linux,macOS,Windows,Network",,4
T1059,Command and Scripting Interpreter,execution,"Linux,macOS,Windows,Network,Office 365,Azure AD,IaaS,Google Workspace",,3
T1562.006,Indicator Blocking,defense-evasion,"Windows,macOS,Linux",,3
T1136.002,Domain Account,persistence,"Windows,macOS,Linux",Administrator,3
T1589.003,Employee Names,reconnaissance,PRE,,1
T1482,Domain Trust Discovery,discovery,Windows,,2
T1558.001,Golden Ticket,credential-access,Windows,User,4
T1020,Automated Exfiltration,exfiltration,"Linux,macOS,Windows,Network",,4
T1592.004,Client Configurations,reconnaissance,PRE,,1
T1562.007,Disable or Modify Cloud Firewall,defense-evasion,IaaS,,3
T1036.002,Right-to-Left Override,defense-evasion,"Linux,macOS,Windows",,3
T1588.001,Malware,resource-development,PRE,,1
T1542.002,Component Firmware,"persistence,defense-evasion","Windows,Linux,macOS",SYSTEM,3
T1070,Indicator Removal,defense-evasion,"Linux,macOS,Windows,Containers,Network,Office 365,Google Workspace",,3
T1048.001,Exfiltration Over Symmetric Encrypted Non-C2 Protocol,exfiltration,"Linux,macOS,Windows",,4
T1137.001,Office Template Macros,persistence,"Windows,Office 365","User,Administrator",3
T1583.003,Virtual Private Server,resource-development,PRE,,1
T1213.001,Confluence,collection,SaaS,User,2
T1550.003,Pass the Ticket,"defense-evasion,lateral-movement",Windows,,4
T1609,Container Administration Command,execution,Containers,,3
T1083,File and Directory Discovery,discovery,"Linux,macOS,Windows,Network",,2
T1568,Dynamic Resolution,command-and-control,"Linux,macOS,Windows",User,4
T1036.004,Masquerade Task or Service,defense-evasion,"Windows,Linux,macOS","User,Administrator,SYSTEM",3
T1055.004,Asynchronous Procedure Call,"defense-evasion,privilege-escalation",Windows,,5
T1020.001,Traffic Duplication,exfiltration,"Network,IaaS",,4
T1647,Plist File Modification,defense-evasion,macOS,,3
T1546.009,AppCert DLLs,"privilege-escalation,persistence",Windows,"Administrator,SYSTEM",5
T1114.003,Email Forwarding Rule,collection,"Office 365,Windows,Google Workspace,macOS,Linux",,2
T1074,Data Staged,collection,"Windows,IaaS,Linux,macOS",,2
T1649,Steal or Forge Authentication Certificates,credential-access,"Windows,Linux,macOS,Azure AD",,4
T1098.005,Device Registration,persistence,"Azure AD,Windows,SaaS",,3
T1049,System Network Connections Discovery,discovery,"Windows,IaaS,Linux,macOS,Network",,2
T1584,Compromise Infrastructure,resource-development,PRE,,1
T1553.005,Mark-of-the-Web Bypass,defense-evasion,Windows,,3
T1600.002,Disable Crypto Hardware,defense-evasion,Network,Administrator,3
T1542,Pre-OS Boot,"defense-evasion,persistence","Linux,Windows,Network,macOS",,3
T1612,Build Image on Host,defense-evasion,Containers,,3
T1055.002,Portable Executable Injection,"defense-evasion,privilege-escalation",Windows,User,5
T1218.012,Verclsid,defense-evasion,Windows,,3
T1586,Compromise Accounts,resource-development,PRE,,1
T1569.001,Launchctl,execution,macOS,"User,root",3
T1584.005,Botnet,resource-development,PRE,,1
T1059.008,Network Device CLI,execution,Network,,3
T1552.003,Bash History,credential-access,"Linux,macOS",User,4
T1562.010,Downgrade Attack,defense-evasion,"Windows,Linux,macOS",,3
T1559.003,XPC Services,execution,macOS,,3
T1497,Virtualization/Sandbox Evasion,"defense-evasion,discovery","Windows,macOS,Linux",,3
T1102,Web Service,command-and-control,"Linux,macOS,Windows",User,4
T1552.001,Credentials In Files,credential-access,"Windows,IaaS,Linux,macOS,Containers","Administrator,SYSTEM,User",4
T1568.003,DNS Calculation,command-and-control,"Linux,macOS,Windows",,4
T1218.005,Mshta,defense-evasion,Windows,User,3
T1547.015,Login Items,"persistence,privilege-escalation",macOS,User,5
T1608,Stage Capabilities,resource-development,PRE,,1
T1608.005,Link Target,resource-development,PRE,,1
T1104,Multi-Stage Channels,command-and-control,"Linux,macOS,Windows",,4
T1480,Execution Guardrails,defense-evasion,"Linux,macOS,Windows",,3
T1619,Cloud Storage Object Discovery,discovery,IaaS,,2
T1606.001,Web Cookies,credential-access,"Linux,macOS,Windows,SaaS,IaaS",,4
T1134.001,Token Impersonation/Theft,"defense-evasion,privilege-escalation",Windows,,5
T1567.001,Exfiltration to Code Repository,exfiltration,"Linux,macOS,Windows",,4
T1021.007,Cloud Services,lateral-movement,"Office 365,Azure AD,SaaS,IaaS,Google Workspace",,4
T1205.001,Port Knocking,"defense-evasion,persistence,command-and-control","Linux,macOS,Windows,Network",User,4
T1583.006,Web Services,resource-development,PRE,,1
T1528,Steal Application Access Token,credential-access,"SaaS,Office 365,Azure AD,Google Workspace,Containers",,4
T1598.002,Spearphishing Attachment,reconnaissance,PRE,,1
T1098.001,Additional Cloud Credentials,persistence,"IaaS,Azure AD,SaaS",,3
T1204,User Execution,execution,"Linux,Windows,macOS,IaaS,Containers",,3
T1491.001,Internal Defacement,impact,"Linux,macOS,Windows",,5
T1564.002,Hidden Users,defense-evasion,"macOS,Windows,Linux",,3
T1134.003,Make and Impersonate Token,"defense-evasion,privilege-escalation",Windows,"Administrator,User",5
T1552.006,Group Policy Preferences,credential-access,Windows,User,4
T1048.002,Exfiltration Over Asymmetric Encrypted Non-C2 Protocol,exfiltration,"Linux,macOS,Windows",,4
T1087.004,Cloud Account,discovery,"Azure AD,Office 365,SaaS,IaaS,Google Workspace",User,2
T1057,Process Discovery,discovery,"Linux,macOS,Windows,Network",,2
T1562.003,Impair Command History Logging,defense-evasion,"Linux,macOS,Windows,Network",,3
T1556.008,Network Provider DLL,"credential-access,defense-evasion,persistence",Windows,,4
T1546.003,Windows Management Instrumentation Event Subscription,"privilege-escalation,persistence",Windows,"Administrator,SYSTEM",5
T1596.004,CDNs,reconnaissance,PRE,,1
T1497.002,User Activity Based Checks,"defense-evasion,discovery","Linux,macOS,Windows",,3
T1585.003,Cloud Accounts,resource-development,PRE,,1
T1072,Software Deployment Tools,"execution,lateral-movement","Linux,macOS,Windows","User,Administrator,SYSTEM",4
T1041,Exfiltration Over C2 Channel,exfiltration,"Linux,macOS,Windows",,4
T1134.004,Parent PID Spoofing,"defense-evasion,privilege-escalation",Windows,"User,Administrator",5
T1591,Gather Victim Org Information,reconnaissance,PRE,,1
T1606,Forge Web Credentials,credential-access,"SaaS,Windows,macOS,Linux,Azure AD,Office 365,Google Workspace,IaaS",,4
T1621,Multi-Factor Authentication Request Generation,credential-access,"Windows,Office 365,Linux,macOS,IaaS,SaaS,Azure AD,Google Workspace",,4
T1554,Compromise Client Software Binary,persistence,"Linux,macOS,Windows",,3
T1552.008,Chat Messages,credential-access,"Office 365,SaaS,Google Workspace",,4
T1059.001,PowerShell,execution,Windows,,3
T1546.001,Change Default File Association,"privilege-escalation,persistence",Windows,"Administrator,SYSTEM,User",5
T1055.014,VDSO Hijacking,"defense-evasion,privilege-escalation",Linux,,5
T1071.002,File Transfer Protocols,command-and-control,"Linux,macOS,Windows",,4
T1212,Exploitation for Credential Access,credential-access,"Linux,Windows,macOS",,4
T1546.014,Emond,"privilege-escalation,persistence",macOS,Administrator,5
T1102.003,One-Way Communication,command-and-control,"Linux,macOS,Windows",User,4
T1590,Gather Victim Network Information,reconnaissance,PRE,,1
T1210,Exploitation of Remote Services,lateral-movement,"Linux,Windows,macOS",User,4
T1534,Internal Spearphishing,lateral-movement,"Windows,macOS,Linux,Office 365,SaaS,Google Workspace",User,4
T1574.010,Services File Permissions Weakness,"persistence,privilege-escalation,defense-evasion",Windows,"Administrator,User",5
T1547.001,Registry Run Keys / Startup Folder,"persistence,privilege-escalation",Windows,"Administrator,User",5
T1199,Trusted Relationship,initial-access,"Windows,SaaS,IaaS,Linux,macOS,Office 365",,5
T1136.003,Cloud Account,persistence,"Azure AD,Office 365,IaaS,Google Workspace,SaaS",,3
T1069.001,Local Groups,discovery,"Linux,macOS,Windows",,2
T1593,Search Open Websites/Domains,reconnaissance,PRE,,1
T1098,Account Manipulation,persistence,"Windows,Azure AD,Office 365,IaaS,Linux,macOS,Google Workspace,SaaS,Network",,3
T1048,Exfiltration Over Alternative Protocol,exfiltration,"Linux,macOS,Windows,Office 365,SaaS,IaaS,Google Workspace,Network",,4
T1547.006,Kernel Modules and Extensions,"persistence,privilege-escalation","macOS,Linux",root,5
T1056.002,GUI Input Capture,"collection,credential-access","macOS,Windows,Linux",User,4
T1588.002,Tool,resource-development,PRE,,1
T1052.001,Exfiltration over USB,exfiltration,"Linux,macOS,Windows",,4
T1574.013,KernelCallbackTable,"persistence,privilege-escalation,defense-evasion",Windows,,5
T1597,Search Closed Sources,reconnaissance,PRE,,1
T1053.006,Systemd Timers,"execution,persistence,privilege-escalation",Linux,"User,root",5
T1566,Phishing,initial-access,"Linux,macOS,Windows,SaaS,Office 365,Google Workspace",,5
T1542.004,ROMMONkit,"defense-evasion,persistence",Network,Administrator,3
T1218.001,Compiled HTML File,defense-evasion,Windows,,3
T1070.005,Network Share Connection Removal,defense-evasion,Windows,,3
T1090.003,Multi-hop Proxy,command-and-control,"Linux,macOS,Windows,Network",,4
T1110,Brute Force,credential-access,"Windows,Azure AD,Office 365,SaaS,IaaS,Linux,macOS,Google Workspace,Containers,Network",,4
T1059.004,Unix Shell,execution,"macOS,Linux","User,root",3
T1137.003,Outlook Forms,persistence,"Windows,Office 365","Administrator,User",3
T1562.001,Disable or Modify Tools,defense-evasion,"Windows,macOS,Linux,Containers,IaaS",,3
T1565,Data Manipulation,impact,"Linux,macOS,Windows",,5
T1559,Inter-Process Communication,execution,"Windows,macOS,Linux","Administrator,User,SYSTEM",3
T1001,Data Obfuscation,command-and-control,"Linux,macOS,Windows",,4
T1039,Data from Network Shared Drive,collection,"Linux,macOS,Windows",,2
T1584.006,Web Services,resource-development,PRE,,1
T1601,Modify System Image,defense-evasion,Network,Administrator,3
T1574,Hijack Execution Flow,"persistence,privilege-escalation,defense-evasion","Linux,macOS,Windows",,5
T1027.005,Indicator Removal from Tools,defense-evasion,"Linux,macOS,Windows",,3
T1204.003,Malicious Image,execution,"IaaS,Containers",User,3
T1078,Valid Accounts,"defense-evasion,persistence,privilege-escalation,initial-access","Windows,Azure AD,Office 365,SaaS,IaaS,Linux,macOS,Google Workspace,Containers,Network","User,Administrator",5
T1571,Non-Standard Port,command-and-control,"Linux,macOS,Windows",,4
T1585.001,Social Media Accounts,resource-development,PRE,,1
T1055.012,Process Hollowing,"defense-evasion,privilege-escalation",Windows,User,5
T1068,Exploitation for Privilege Escalation,privilege-escalation,"Linux,macOS,Windows,Containers",User,5
T1564.009,Resource Forking,defense-evasion,macOS,,3
T1531,Account Access Removal,impact,"Linux,macOS,Windows,Office 365,SaaS",,5
T1110.004,Credential Stuffing,credential-access,"Windows,Azure AD,Office 365,SaaS,IaaS,Linux,macOS,Google Workspace,Containers",,4
T1027,Obfuscated Files or Information,defense-evasion,"Linux,macOS,Windows",,3
T1556.006,Multi-Factor Authentication,"credential-access,defense-evasion,persistence","Windows,Azure AD,Office 365,SaaS,IaaS,Google Workspace,Linux,macOS",,4
T1114.002,Remote Email Collection,collection,"Office 365,Windows,Google Workspace",,2
T1505.004,IIS Components,persistence,Windows,"Administrator,SYSTEM",3
T1036.001,Invalid Code Signature,defense-evasion,"macOS,Windows",,3
T1564.006,Run Virtual Instance,defense-evasion,"Linux,macOS,Windows",User,3
T1201,Password Policy Discovery,discovery,"Windows,Linux,macOS,IaaS,Network",,2
T1546,Event Triggered Execution,"privilege-escalation,persistence","Linux,macOS,Windows,SaaS,IaaS,Office 365",,5
T1546.004,Unix Shell Configuration Modification,"privilege-escalation,persistence","Linux,macOS","User,Administrator",5
T1187,Forced Authentication,credential-access,Windows,User,4
T1134.005,SID-History Injection,"defense-evasion,privilege-escalation",Windows,"Administrator,SYSTEM",5
T1599,Network Boundary Bridging,defense-evasion,Network,,3
T1486,Data Encrypted for Impact,impact,"Linux,macOS,Windows,IaaS",,5
T1553,Subvert Trust Controls,defense-evasion,"Windows,macOS,Linux",,3
T1548.004,Elevated Execution with Prompt,"privilege-escalation,defense-evasion",macOS,"Administrator,User",5
T1592.003,Firmware,reconnaissance,PRE,,1
T1573,Encrypted Channel,command-and-control,"Linux,macOS,Windows",,4
T1547.002,Authentication Package,"persistence,privilege-escalation",Windows,Administrator,5
T1218.010,Regsvr32,defense-evasion,Windows,,3
T1567.003,Exfiltration to Text Storage Sites,exfiltration,"Linux,macOS,Windows",,4
T1592.002,Software,reconnaissance,PRE,,1
T1056,Input Capture,"collection,credential-access","Linux,macOS,Windows,Network","Administrator,SYSTEM,root,User",4
T1587.004,Exploits,resource-development,PRE,,1
T1593.001,Social Media,reconnaissance,PRE,,1
T1546.015,Component Object Model Hijacking,"privilege-escalation,persistence",Windows,User,5
T1589.001,Credentials,reconnaissance,PRE,,1
T1195.002,Compromise Software Supply Chain,initial-access,"Linux,macOS,Windows",,5
T1036.003,Rename System Utilities,defense-evasion,"Linux,macOS,Windows",,3
T1102.002,Bidirectional Communication,command-and-control,"Linux,macOS,Windows",User,4
T1203,Exploitation for Client Execution,execution,"Linux,Windows,macOS",,3
T1595.003,Wordlist Scanning,reconnaissance,PRE,,1
T1562.011,Spoof Security Alerting,defense-evasion,"Windows,macOS,Linux",,3
T1137.004,Outlook Home Page,persistence,"Windows,Office 365","Administrator,User",3
T1573.002,Asymmetric Cryptography,command-and-control,"Linux,macOS,Windows",,4
T1567.002,Exfiltration to Cloud Storage,exfiltration,"Linux,macOS,Windows",,4
T1570,Lateral Tool Transfer,lateral-movement,"Linux,macOS,Windows",,4
T1574.009,Path Interception by Unquoted Path,"persistence,privilege-escalation,defense-evasion",Windows,,5
T1608.003,Install Digital Certificate,resource-development,PRE,,1
T1037.005,Startup Items,"persistence,privilege-escalation",macOS,Administrator,5
